id,restaurant_name,category,esimated_cooking_time,latitude,longitude
R_49836,Restaurant JLO,SOMTAM,71.0,13.738211,100.564151
R_49821,Restaurant JLP,SOMTAM,80.0,13.692797,100.422717
R_49816,Restaurant JLQ,SOMTAM,63.0,13.86617433,100.5722252
R_49815,Restaurant JLR,SOMTAM,44.0,13.8864108,100.5812069
R_49792,Restaurant JLS,SOMTAM,14.0,13.74039061,100.5130633
R_49772,Restaurant JLT,SOMTAM,57.0,13.778852,100.523699
R_49770,Restaurant JLU,SOMTAM,38.0,13.72147007,100.7564777
R_49767,Restaurant JLV,SOMTAM,40.0,14.065961,100.606238
R_49766,Restaurant JLW,SOMTAM,68.0,13.7466304,100.5393351
R_49757,Restaurant JLX,SOMTAM,62.0,13.710123,100.627704
R_49749,Restaurant JLY,SOMTAM,17.0,13.736406,100.573906
R_49741,Restaurant JLZ,SOMTAM,26.0,13.78022489,100.570027
R_49739,Restaurant JMA,SOMTAM,58.0,13.702322,100.487619
R_49733,Restaurant JMB,SOMTAM,58.0,13.6818086,100.4679999
R_49728,Restaurant JMC,SOMTAM,62.0,13.726998,100.61661
R_49724,Restaurant JMD,SOMTAM,27.0,13.796746,100.546674
R_49717,Restaurant JME,SOMTAM,74.0,14.06509255,100.6062843
R_49706,Restaurant JMF,SOMTAM,38.0,13.735123,100.526697
R_49703,Restaurant JMG,SOMTAM,23.0,13.7851198,100.5447038
R_49699,Restaurant JMH,SOMTAM,24.0,13.72207084,100.7641078
R_49698,Restaurant JMI,SOMTAM,47.0,13.763689,100.537861
R_49677,Restaurant JMJ,SOMTAM,46.0,13.724346,100.529351
R_49671,Restaurant JMK,SOMTAM,77.0,13.77074,100.615583
R_49657,Restaurant JML,SOMTAM,33.0,13.668291,100.634569
R_49616,Restaurant JMM,SOMTAM,14.0,13.92864839,100.5771524
R_49615,Restaurant JMN,SOMTAM,35.0,13.91242802,100.5206507
R_49614,Restaurant JMO,SOMTAM,30.0,13.766432,100.642041
R_49601,Restaurant JMP,SOMTAM,23.0,13.683454,100.500037
R_49595,Restaurant JMQ,SOMTAM,72.0,13.626371,100.463754
R_49594,Restaurant JMR,SOMTAM,19.0,13.723261,100.579455
R_49581,Restaurant JMS,SOMTAM,15.0,13.793421,100.670763
R_49575,Restaurant JMT,SOMTAM,59.0,13.809952,100.568671
R_49555,Restaurant JMU,SOMTAM,20.0,13.855503,100.530883
R_49541,Restaurant JMV,SOMTAM,40.0,13.71360079,100.4081212
R_49539,Restaurant JMW,SOMTAM,40.0,13.701606,100.617407
R_49532,Restaurant JMX,SOMTAM,11.0,13.84131802,100.5967634
R_49527,Restaurant JMY,SOMTAM,40.0,13.884433,100.6208237
R_49521,Restaurant JMZ,SOMTAM,71.0,13.7272417,100.7702242
R_49516,Restaurant JNA,SOMTAM,20.0,13.726132,100.580115
R_49513,Restaurant JNB,SOMTAM,13.0,13.77883102,100.6205924
R_49501,Restaurant JNC,SOMTAM,70.0,13.720988,100.717588
R_49498,Restaurant JND,SOMTAM,77.0,13.72815653,100.5734181
R_49496,Restaurant JNE,SOMTAM,54.0,13.724349,100.529664
R_49493,Restaurant JNF,SOMTAM,59.0,13.847181,100.513794
R_49492,Restaurant JNG,SOMTAM,36.0,13.726797,100.510255
R_49483,Restaurant JNH,SOMTAM,37.0,13.68773,100.647496
R_49481,Restaurant JNI,SOMTAM,63.0,13.74522287,100.5327385
R_49480,Restaurant JNJ,SOMTAM,53.0,13.819901,100.635582
R_49479,Restaurant JNK,SOMTAM,30.0,13.71335,100.694518
R_49434,Restaurant JNL,SOMTAM,40.0,13.863266,100.613737
R_49413,Restaurant JNM,SOMTAM,42.0,13.686007,100.646102
R_49411,Restaurant JNN,SOMTAM,41.0,13.96371242,100.5900053
R_49401,Restaurant JNO,SOMTAM,48.0,13.716873,100.55921
R_49399,Restaurant JNP,SOMTAM,44.0,13.73497856,100.5273693
R_49369,Restaurant JNQ,SOMTAM,29.0,13.765064,100.556827
R_49364,Restaurant JNR,SOMTAM,52.0,13.777821,100.511511
R_49360,Restaurant JNS,SOMTAM,31.0,13.64126944,100.6037224
R_49356,Restaurant JNT,SOMTAM,57.0,13.76002036,100.5689909
R_49351,Restaurant JNU,SOMTAM,44.0,13.83488925,100.5747814
R_49350,Restaurant JNV,SOMTAM,29.0,13.816658,100.6424136
R_49349,Restaurant JNW,SOMTAM,48.0,13.70432143,100.5141628
R_49347,Restaurant JNX,SOMTAM,52.0,13.698882,100.638322
R_49346,Restaurant JNY,SOMTAM,80.0,13.767339,100.604327
R_49323,Restaurant JNZ,SOMTAM,80.0,13.76392,100.539298
R_49316,Restaurant JOA,SOMTAM,57.0,13.729365,100.57097
R_49306,Restaurant JOB,SOMTAM,63.0,13.738785,100.516717
R_49301,Restaurant JOC,SOMTAM,41.0,13.66308541,100.7141855
R_49296,Restaurant JOD,SOMTAM,77.0,13.7096885,100.6268967
R_49294,Restaurant JOE,SOMTAM,40.0,13.69033827,100.5103712
R_49293,Restaurant JOF,SOMTAM,69.0,13.78295584,100.747747
R_49290,Restaurant JOG,SOMTAM,28.0,13.903115,100.538452
R_49280,Restaurant JOH,SOMTAM,18.0,13.650733,100.595312
R_49262,Restaurant JOI,SOMTAM,55.0,13.83310474,100.6777562
R_49252,Restaurant JOJ,SOMTAM,48.0,13.733202,100.659212
R_49240,Restaurant JOK,SOMTAM,33.0,13.743961,100.542012
R_49235,Restaurant JOL,SOMTAM,42.0,13.84225143,100.5465776
R_49229,Restaurant JOM,SOMTAM,79.0,13.86035754,100.7096402
R_49212,Restaurant JON,SOMTAM,38.0,13.766767,100.602938
R_49208,Restaurant JOO,SOMTAM,58.0,13.72822462,100.5756899
R_49200,Restaurant JOP,SOMTAM,61.0,13.99425689,100.6134884
R_49199,Restaurant JOQ,SOMTAM,31.0,13.8251219,100.678263
R_49197,Restaurant JOR,SOMTAM,45.0,13.771529,100.488133
R_49189,Restaurant JOS,SOMTAM,71.0,13.831524,100.598664
R_49188,Restaurant JOT,SOMTAM,55.0,13.82147883,100.5325577
R_49187,Restaurant JOU,SOMTAM,20.0,13.842318,100.570369
R_49129,Restaurant JOV,SOMTAM,69.0,13.809324,100.620514
R_49126,Restaurant JOW,SOMTAM,76.0,13.731283,100.450325
R_49122,Restaurant JOX,SOMTAM,13.0,13.821629,100.575426
R_49113,Restaurant JOY,SOMTAM,72.0,13.71059787,100.5419682
R_49105,Restaurant JOZ,SOMTAM,27.0,13.63445012,100.6061078
R_49091,Restaurant JPA,SOMTAM,23.0,13.694101,100.64506
R_49089,Restaurant JPB,SOMTAM,41.0,13.81976276,100.6611971
R_49079,Restaurant JPC,SOMTAM,15.0,13.98930965,100.6185116
R_49075,Restaurant JPD,SOMTAM,68.0,13.74858,100.541104
R_49071,Restaurant JPE,SOMTAM,50.0,13.75827559,100.5348975
R_49067,Restaurant JPF,SOMTAM,42.0,13.815991,100.56035
R_49057,Restaurant JPG,SOMTAM,79.0,13.633563,100.425697
R_49049,Restaurant JPH,SOMTAM,74.0,13.81068267,100.5312038
R_49044,Restaurant JPI,SOMTAM,23.0,13.7649077,100.4439592
R_49042,Restaurant JPJ,SOMTAM,35.0,13.758501,100.566112
R_49036,Restaurant JPK,SOMTAM,74.0,13.67308271,100.3862942
R_49025,Restaurant JPL,SOMTAM,51.0,13.726412,100.529708
R_49022,Restaurant JPM,SOMTAM,28.0,13.785385,100.507315
R_49016,Restaurant JPN,SOMTAM,15.0,13.7617763,100.5682883
R_48999,Restaurant JPO,SOMTAM,20.0,13.53969352,100.4429357
R_48982,Restaurant JPP,SOMTAM,17.0,13.785646,100.6126575
R_48978,Restaurant JPQ,SOMTAM,56.0,13.63159754,100.6277516
R_48970,Restaurant JPR,SOMTAM,11.0,13.66289969,100.4375121
R_48969,Restaurant JPS,SOMTAM,27.0,13.72698,100.540774
R_48968,Restaurant JPT,SOMTAM,29.0,13.766831,100.471356
R_48965,Restaurant JPU,SOMTAM,72.0,13.73009579,100.5813674
R_48960,Restaurant JPV,SOMTAM,36.0,13.705844,100.634961
R_48955,Restaurant JPW,SOMTAM,12.0,13.904138,100.538653
R_48943,Restaurant JPX,SOMTAM,24.0,13.9057746,100.5811432
R_48923,Restaurant JPY,SOMTAM,19.0,13.55694643,100.4196333
R_48914,Restaurant JPZ,SOMTAM,45.0,13.7455997,100.500055
R_48913,Restaurant JQA,SOMTAM,58.0,13.761675,100.637866
R_48912,Restaurant JQB,SOMTAM,50.0,13.763614,100.679107
R_48905,Restaurant JQC,SOMTAM,57.0,13.790917,100.503072
R_48892,Restaurant JQD,SOMTAM,20.0,13.7262304,100.4993054
R_48887,Restaurant JQE,SOMTAM,63.0,13.820065,100.699272
R_48881,Restaurant JQF,SOMTAM,56.0,13.942575,100.624158
R_48880,Restaurant JQG,SOMTAM,29.0,13.726758,100.535681
R_48872,Restaurant JQH,SOMTAM,73.0,13.70119995,100.4767686
R_48865,Restaurant JQI,SOMTAM,25.0,13.80820309,100.7262675
R_48856,Restaurant JQJ,SOMTAM,37.0,13.840617,100.61715
R_48855,Restaurant JQK,SOMTAM,55.0,13.782731,100.546686
R_48846,Restaurant JQL,SOMTAM,59.0,13.7426821,100.3552539
R_48845,Restaurant JQM,SOMTAM,78.0,13.728346,100.65607
R_48839,Restaurant JQN,SOMTAM,10.0,13.650611,100.496906
R_48825,Restaurant JQO,SOMTAM,50.0,13.61884652,100.703954
R_48807,Restaurant JQP,SOMTAM,28.0,13.990213,100.616317
R_48777,Restaurant JQQ,SOMTAM,67.0,13.84598708,100.6023798
R_48771,Restaurant JQR,SOMTAM,77.0,13.714539,100.591766
R_48769,Restaurant JQS,SOMTAM,45.0,13.724901,100.435604
R_48764,Restaurant JQT,SOMTAM,18.0,13.721371,100.582803
R_48758,Restaurant JQU,SOMTAM,75.0,13.789605,100.47805
R_48757,Restaurant JQV,SOMTAM,71.0,13.690369,100.424024
R_48755,Restaurant JQW,SOMTAM,10.0,13.7924498,100.5207076
R_48752,Restaurant JQX,SOMTAM,30.0,13.84634289,100.6025506
R_48748,Restaurant JQY,SOMTAM,29.0,13.75858305,100.4293909
R_48734,Restaurant JQZ,SOMTAM,27.0,13.823751,100.537364
R_48733,Restaurant JRA,SOMTAM,13.0,13.87736177,100.4958473
R_48731,Restaurant JRB,SOMTAM,14.0,13.800397,100.727178
R_48729,Restaurant JRC,SOMTAM,69.0,13.68923403,100.6334467
R_48727,Restaurant JRD,SOMTAM,76.0,13.7568,100.559716
R_48722,Restaurant JRE,SOMTAM,77.0,13.717997,100.531887
R_48719,Restaurant JRF,SOMTAM,64.0,13.88017909,100.5081571
R_48713,Restaurant JRG,SOMTAM,65.0,13.7725,100.467334
R_48706,Restaurant JRH,SOMTAM,23.0,13.74307709,100.5948862
R_48699,Restaurant JRI,SOMTAM,32.0,13.750337,100.50824
R_48692,Restaurant JRJ,SOMTAM,53.0,13.746124,100.539688
R_48688,Restaurant JRK,SOMTAM,14.0,13.96077739,100.6221163
R_48682,Restaurant JRL,SOMTAM,36.0,14.041017,100.614637
R_48672,Restaurant JRM,SOMTAM,69.0,13.82053,100.581562
R_48670,Restaurant JRN,SOMTAM,27.0,13.8291582,100.5689374
R_48654,Restaurant JRO,SOMTAM,22.0,13.7463785,100.5235865
R_48651,Restaurant JRP,SOMTAM,13.0,13.887853,100.578632
R_48645,Restaurant JRQ,SOMTAM,66.0,13.986821,100.631756
R_48641,Restaurant JRR,SOMTAM,60.0,13.801031,100.606602
R_48632,Restaurant JRS,SOMTAM,76.0,13.806233,100.562503
R_48616,Restaurant JRT,SOMTAM,68.0,13.704779,100.509518
R_48605,Restaurant JRU,SOMTAM,34.0,13.744569,100.532854
R_48596,Restaurant JRV,SOMTAM,20.0,13.663927,100.441429
R_48590,Restaurant JRW,SOMTAM,34.0,13.753293,100.452143
R_48585,Restaurant JRX,SOMTAM,72.0,13.7635619,100.5563388
R_48581,Restaurant JRY,SOMTAM,12.0,13.74283469,100.5418392
R_48578,Restaurant JRZ,SOMTAM,37.0,13.73285539,100.4685481
R_48573,Restaurant JSA,SOMTAM,13.0,13.65596541,100.6436288
R_48565,Restaurant JSB,SOMTAM,36.0,13.739888,100.74862
R_48557,Restaurant JSC,SOMTAM,28.0,13.741273,100.626285
R_48552,Restaurant JSD,SOMTAM,14.0,13.767616,100.502033
R_48551,Restaurant JSE,SOMTAM,10.0,13.71894501,100.5688517
R_48544,Restaurant JSF,SOMTAM,71.0,13.746593,100.539931
R_48537,Restaurant JSG,SOMTAM,13.0,13.69459339,100.5367938
R_48532,Restaurant JSH,SOMTAM,29.0,13.80197163,100.5362081
R_48529,Restaurant JSI,SOMTAM,64.0,13.74385117,100.4061805
R_48524,Restaurant JSJ,SOMTAM,24.0,13.70888414,100.3875924
R_48512,Restaurant JSK,SOMTAM,34.0,13.722432,100.797227
R_48510,Restaurant JSL,SOMTAM,37.0,13.769437,100.591131
R_48507,Restaurant JSM,SOMTAM,13.0,13.8692626,100.4950437
R_48497,Restaurant JSN,SOMTAM,16.0,13.834439,100.539785
R_48481,Restaurant JSO,SOMTAM,30.0,14.0658726,100.6603305
R_48469,Restaurant JSP,SOMTAM,15.0,13.77351283,100.6465419
R_48463,Restaurant JSQ,SOMTAM,28.0,13.79151422,100.5593245
R_48461,Restaurant JSR,SOMTAM,13.0,13.65062731,100.5976268
R_48459,Restaurant JSS,SOMTAM,79.0,13.7309012,100.5064234
R_48456,Restaurant JST,SOMTAM,21.0,14.07661901,100.6173853
R_48443,Restaurant JSU,SOMTAM,67.0,13.62128735,100.6509534
R_48438,Restaurant JSV,SOMTAM,10.0,13.73321071,100.5027581
R_48435,Restaurant JSW,SOMTAM,72.0,13.71313,100.479781
R_48426,Restaurant JSX,SOMTAM,42.0,13.731469,100.560136
R_48422,Restaurant JSY,SOMTAM,52.0,13.743572,100.541302
R_48420,Restaurant JSZ,SOMTAM,69.0,13.746608,100.506249
R_48414,Restaurant JTA,SOMTAM,43.0,13.780088,100.545219
R_48408,Restaurant JTB,SOMTAM,46.0,13.72502662,100.5777049
R_48405,Restaurant JTC,SOMTAM,34.0,13.797279,100.595472
R_48395,Restaurant JTD,SOMTAM,72.0,13.760017,100.555066
R_48381,Restaurant JTE,SOMTAM,39.0,13.73427399,100.5871707
R_48380,Restaurant JTF,SOMTAM,66.0,13.726915,100.540838
R_48375,Restaurant JTG,SOMTAM,69.0,13.80840055,100.3616002
R_48374,Restaurant JTH,SOMTAM,23.0,13.78753209,100.6781146
R_48358,Restaurant JTI,SOMTAM,25.0,13.752424,100.526332
R_48354,Restaurant JTJ,SOMTAM,63.0,13.726309,100.536512
R_48347,Restaurant JTK,SOMTAM,49.0,13.916662,100.601361
R_48342,Restaurant JTL,SOMTAM,43.0,13.737653,100.445171
R_48340,Restaurant JTM,SOMTAM,63.0,13.849849,100.576436
R_48331,Restaurant JTN,SOMTAM,24.0,13.75084362,100.4698641
R_48323,Restaurant JTO,SOMTAM,11.0,13.74493046,100.5407359
R_48312,Restaurant JTP,SOMTAM,33.0,13.687338,100.64736
R_48306,Restaurant JTQ,SOMTAM,41.0,13.7205004,100.498368
R_48300,Restaurant JTR,SOMTAM,31.0,13.760129,100.569022
R_48292,Restaurant JTS,SOMTAM,65.0,13.726298,100.52745
R_48286,Restaurant JTT,SOMTAM,45.0,13.719498,100.795969
R_48283,Restaurant JTU,SOMTAM,54.0,13.71886555,100.5690953
R_48279,Restaurant JTV,SOMTAM,46.0,13.7320565,100.5696481
R_48271,Restaurant JTW,SOMTAM,37.0,13.7048002,100.4251342
R_48267,Restaurant JTX,SOMTAM,63.0,13.7916343,100.3941506
R_48254,Restaurant JTY,SOMTAM,60.0,13.67826,100.622742
R_48251,Restaurant JTZ,SOMTAM,29.0,13.716854,100.535023
R_48246,Restaurant JUA,SOMTAM,49.0,13.776255,100.478034
R_48245,Restaurant JUB,SOMTAM,52.0,13.705372,100.446399
R_48243,Restaurant JUC,SOMTAM,79.0,13.77102855,100.493666
R_48238,Restaurant JUD,SOMTAM,30.0,13.742521,100.619652
R_48229,Restaurant JUE,SOMTAM,63.0,13.7778469,100.5436435
R_48204,Restaurant JUF,SOMTAM,59.0,13.69053,100.648733
R_48194,Restaurant JUG,SOMTAM,76.0,13.753146,100.498362
R_48193,Restaurant JUH,SOMTAM,57.0,13.801872,100.521466
R_48190,Restaurant JUI,SOMTAM,55.0,13.80349668,100.5957529
R_48180,Restaurant JUJ,SOMTAM,66.0,13.64402759,100.609711
R_48178,Restaurant JUK,SOMTAM,60.0,13.68443899,100.6162215
R_48176,Restaurant JUL,SOMTAM,74.0,13.731099,100.434154
R_48172,Restaurant JUM,SOMTAM,29.0,13.755101,100.486308
R_48165,Restaurant JUN,SOMTAM,61.0,13.755453,100.484879
R_48160,Restaurant JUO,SOMTAM,37.0,13.96776573,100.64363
R_48158,Restaurant JUP,SOMTAM,18.0,13.80816121,100.7388107
R_48156,Restaurant JUQ,SOMTAM,31.0,13.76005888,100.5694267
R_48153,Restaurant JUR,SOMTAM,73.0,13.758566,100.533077
R_48140,Restaurant JUS,SOMTAM,12.0,13.827298,100.629585
R_48139,Restaurant JUT,SOMTAM,76.0,14.02577134,100.6642485
R_48136,Restaurant JUU,SOMTAM,69.0,13.90267599,100.7141433
R_48133,Restaurant JUV,SOMTAM,15.0,13.662364,100.619351
R_48132,Restaurant JUW,SOMTAM,11.0,13.81933,100.656021
R_48130,Restaurant JUX,SOMTAM,47.0,13.74224792,100.5806242
R_48124,Restaurant JUY,SOMTAM,66.0,13.729201,100.65559
R_48106,Restaurant JUZ,SOMTAM,13.0,13.70642,100.448927
R_48096,Restaurant JVA,SOMTAM,28.0,13.689578,100.66606
R_48092,Restaurant JVB,SOMTAM,63.0,13.73319756,100.587377
R_48075,Restaurant JVC,SOMTAM,72.0,13.711683,100.44092
R_48067,Restaurant JVD,SOMTAM,58.0,13.869078,100.494906
R_48066,Restaurant JVE,SOMTAM,13.0,13.713821,100.513014
R_48065,Restaurant JVF,SOMTAM,79.0,13.757988,100.77616
R_48062,Restaurant JVG,SOMTAM,42.0,13.822384,100.532313
R_48058,Restaurant JVH,SOMTAM,65.0,13.872783,100.531546
R_48051,Restaurant JVI,SOMTAM,24.0,13.773131,100.653901
R_48048,Restaurant JVJ,SOMTAM,42.0,13.7890807,100.4709488
R_48035,Restaurant JVK,SOMTAM,11.0,13.772519,100.532609
R_48033,Restaurant JVL,SOMTAM,71.0,13.73587844,100.4973577
R_48025,Restaurant JVM,SOMTAM,11.0,13.86466967,100.6680133
R_48022,Restaurant JVN,SOMTAM,36.0,13.6744578,100.4628361
R_48012,Restaurant JVO,SOMTAM,43.0,13.723156,100.53373
R_48011,Restaurant JVP,SOMTAM,51.0,13.7240492,100.5588048
R_48009,Restaurant JVQ,SOMTAM,29.0,13.870291,100.618914
R_48001,Restaurant JVR,SOMTAM,75.0,13.738085,100.558099
R_47998,Restaurant JVS,SOMTAM,72.0,13.7733753,100.6774183
R_47995,Restaurant JVT,SOMTAM,28.0,13.741804,100.395646
R_47992,Restaurant JVU,SOMTAM,63.0,13.74428217,100.5347138
R_47987,Restaurant JVV,SOMTAM,33.0,13.693725,100.380784
R_47983,Restaurant JVW,SOMTAM,17.0,13.71266257,100.4784618
R_47981,Restaurant JVX,SOMTAM,14.0,13.652794,100.430858
R_47979,Restaurant JVY,SOMTAM,17.0,13.778069,100.577967
R_47974,Restaurant JVZ,SOMTAM,22.0,13.744897,100.530005
R_47962,Restaurant JWA,SOMTAM,75.0,13.734094,100.536295
R_47957,Restaurant JWB,SOMTAM,28.0,13.96651609,100.6093349
R_47953,Restaurant JWC,SOMTAM,66.0,13.74634,100.538947
R_47949,Restaurant JWD,SOMTAM,33.0,13.71656724,100.5700882
R_47942,Restaurant JWE,SOMTAM,50.0,13.98666991,100.6298173
R_47937,Restaurant JWF,SOMTAM,74.0,13.72840216,100.4705279
R_47935,Restaurant JWG,SOMTAM,35.0,14.07474111,100.6168736
R_47922,Restaurant JWH,SOMTAM,40.0,13.669822,100.682464
R_47920,Restaurant JWI,SOMTAM,58.0,13.85388883,100.6346265
R_47903,Restaurant JWJ,SOMTAM,53.0,13.79225299,100.620217
R_47900,Restaurant JWK,SOMTAM,30.0,13.75607573,100.5413279
R_47887,Restaurant JWL,SOMTAM,56.0,13.694344,100.542144
R_47885,Restaurant JWM,SOMTAM,61.0,13.705031,100.600429
R_47884,Restaurant JWN,SOMTAM,37.0,13.721493,100.593659
R_47880,Restaurant JWO,SOMTAM,10.0,14.07855,100.63408
R_47879,Restaurant JWP,SOMTAM,66.0,13.6212665,100.6510101
R_47878,Restaurant JWQ,SOMTAM,51.0,13.645183,100.638209
R_47862,Restaurant JWR,SOMTAM,39.0,13.74675788,100.5349778
R_47857,Restaurant JWS,SOMTAM,27.0,13.744526,100.395238
R_47851,Restaurant JWT,SOMTAM,59.0,14.06603263,100.6074667
R_47849,Restaurant JWU,SOMTAM,69.0,13.783643,100.544046
R_47843,Restaurant JWV,SOMTAM,38.0,13.778664,100.679608
R_47842,Restaurant JWW,SOMTAM,66.0,13.726658,100.541575
R_47836,Restaurant JWX,SOMTAM,33.0,13.809859,100.59155
R_47835,Restaurant JWY,SOMTAM,30.0,13.72444533,100.5293169
R_47834,Restaurant JWZ,SOMTAM,76.0,13.8038307,100.5966889
R_47833,Restaurant JXA,SOMTAM,55.0,13.708851,100.38756
R_47824,Restaurant JXB,SOMTAM,79.0,13.78392556,100.4569576
R_47802,Restaurant JXC,SOMTAM,61.0,13.757256,100.512123
R_47801,Restaurant JXD,SOMTAM,50.0,13.719776,100.51573
R_47781,Restaurant JXE,SOMTAM,65.0,13.87000296,100.7222351
R_47776,Restaurant JXF,SOMTAM,74.0,13.72631645,100.5408411
R_47772,Restaurant JXG,SOMTAM,30.0,13.651292,100.597064
R_47763,Restaurant JXH,SOMTAM,28.0,13.83735,100.602911
R_47756,Restaurant JXI,SOMTAM,60.0,13.739438,100.51172
R_47754,Restaurant JXJ,SOMTAM,71.0,13.780235,100.643761
R_47739,Restaurant JXK,SOMTAM,77.0,13.786094,100.633014
R_47729,Restaurant JXL,SOMTAM,66.0,13.842947,100.595859
R_47721,Restaurant JXM,SOMTAM,31.0,13.80205987,100.548775
R_47720,Restaurant JXN,SOMTAM,55.0,13.858598,100.556411
R_47716,Restaurant JXO,SOMTAM,35.0,13.859439,100.698251
R_47703,Restaurant JXP,SOMTAM,29.0,13.801615,100.574485
R_47691,Restaurant JXQ,SOMTAM,29.0,13.7461,100.534
R_47686,Restaurant JXR,SOMTAM,10.0,13.7255158,100.5312642
R_47672,Restaurant JXS,SOMTAM,74.0,13.720993,100.521777
R_47668,Restaurant JXT,SOMTAM,55.0,13.795649,100.573359
R_47667,Restaurant JXU,SOMTAM,73.0,13.659486,100.629277
R_47661,Restaurant JXV,SOMTAM,27.0,13.83068149,100.4983471
R_47657,Restaurant JXW,SOMTAM,50.0,13.7948113,100.595711
R_47656,Restaurant JXX,SOMTAM,39.0,13.869339,100.495414
R_47651,Restaurant JXY,SOMTAM,41.0,13.675277,100.517
R_47648,Restaurant JXZ,SOMTAM,20.0,13.75437824,100.6113257
R_47642,Restaurant JYA,SOMTAM,52.0,13.74638,100.490085
R_47641,Restaurant JYB,SOMTAM,31.0,13.73154,100.514721
R_47638,Restaurant JYC,SOMTAM,29.0,13.893837,100.559948
R_47632,Restaurant JYD,SOMTAM,74.0,13.64454581,100.4391586
R_47618,Restaurant JYE,SOMTAM,55.0,13.652242,100.496706
R_47616,Restaurant JYF,SOMTAM,17.0,13.7695018,100.6222935
R_47546,Restaurant JYG,SOMTAM,31.0,13.742682,100.553254
R_47545,Restaurant JYH,SOMTAM,15.0,13.81191908,100.7907534
R_47539,Restaurant JYI,SOMTAM,48.0,13.73221531,100.5823615
R_47532,Restaurant JYJ,SOMTAM,32.0,13.757577,100.498437
R_47531,Restaurant JYK,SOMTAM,49.0,13.79109,100.428325
R_47530,Restaurant JYL,SOMTAM,44.0,13.772355,100.645154
R_47524,Restaurant JYM,SOMTAM,26.0,13.7269397,100.5099961
R_47513,Restaurant JYN,SOMTAM,50.0,13.816157,100.560633
R_47511,Restaurant JYO,SOMTAM,55.0,13.753857,100.646474
R_47504,Restaurant JYP,SOMTAM,63.0,13.74396,100.502623
R_47503,Restaurant JYQ,SOMTAM,34.0,13.752352,100.511641
R_47502,Restaurant JYR,SOMTAM,65.0,13.98931162,100.6185004
R_47501,Restaurant JYS,SOMTAM,70.0,13.9205453,100.6841273
R_47500,Restaurant JYT,SOMTAM,74.0,13.657941,100.396751
R_47468,Restaurant JYU,SOMTAM,11.0,13.688972,100.342897
R_47467,Restaurant JYV,SOMTAM,16.0,13.992292,100.643037
R_47461,Restaurant JYW,SOMTAM,22.0,13.777293,100.476382
R_47455,Restaurant JYX,SOMTAM,18.0,13.7693678,100.5716767
R_47440,Restaurant JYY,SOMTAM,17.0,13.737916,100.55825
R_47439,Restaurant JYZ,SOMTAM,32.0,13.66958926,100.6838488
R_47436,Restaurant JZA,SOMTAM,57.0,13.742033,100.636579
R_47433,Restaurant JZB,SOMTAM,78.0,13.67826325,100.6199327
R_47428,Restaurant JZC,SOMTAM,60.0,13.79577322,100.7824421
R_47420,Restaurant JZD,SOMTAM,18.0,13.77082,100.468689
R_47418,Restaurant JZE,SOMTAM,61.0,13.7936524,100.7030512
R_47402,Restaurant JZF,SOMTAM,40.0,13.767098,100.56866
R_47392,Restaurant JZG,SOMTAM,41.0,13.642838,100.444633
R_47390,Restaurant JZH,SOMTAM,58.0,13.75720451,100.5019373
R_47379,Restaurant JZI,SOMTAM,45.0,13.7158592,100.4938578
R_47377,Restaurant JZJ,SOMTAM,61.0,13.74449043,100.5615487
R_47374,Restaurant JZK,SOMTAM,55.0,13.707116,100.508151
R_47373,Restaurant JZL,SOMTAM,78.0,13.78625849,100.6751429
R_47367,Restaurant JZM,SOMTAM,66.0,13.82637,100.530551
R_47357,Restaurant JZN,SOMTAM,77.0,13.782714,100.600481
R_47338,Restaurant JZO,SOMTAM,22.0,13.6687481,100.6358815
R_47333,Restaurant JZP,SOMTAM,64.0,13.91112533,100.5418313
R_47330,Restaurant JZQ,SOMTAM,48.0,13.681157,100.530385
R_47318,Restaurant JZR,SOMTAM,29.0,13.74424419,100.5325631
R_47307,Restaurant JZS,SOMTAM,65.0,13.78917541,100.5492346
R_47301,Restaurant JZT,SOMTAM,66.0,13.825011,100.659195
R_47296,Restaurant JZU,SOMTAM,74.0,13.73527972,100.447158
R_47293,Restaurant JZV,SOMTAM,71.0,13.726915,100.518001
R_47287,Restaurant JZW,SOMTAM,54.0,13.79143298,100.5495402
R_47277,Restaurant JZX,SOMTAM,30.0,13.7426237,100.5718159
R_47274,Restaurant JZY,SOMTAM,59.0,13.8512088,100.6289438
R_47273,Restaurant JZZ,SOMTAM,63.0,13.709614,100.510767
R_47257,Restaurant KAA,SOMTAM,37.0,13.8395593,100.6964239
R_47246,Restaurant KAB,SOMTAM,52.0,13.816518,100.631903
R_47245,Restaurant KAC,SOMTAM,25.0,13.6414761,100.6605216
R_47238,Restaurant KAD,SOMTAM,73.0,13.74494272,100.5338616
R_47226,Restaurant KAE,SOMTAM,54.0,13.70391688,100.3354603
R_47224,Restaurant KAF,SOMTAM,69.0,13.764354,100.723995
R_47204,Restaurant KAG,SOMTAM,40.0,13.720686,100.570491
R_47194,Restaurant KAH,SOMTAM,26.0,13.937384,100.62607
R_47193,Restaurant KAI,SOMTAM,38.0,13.6437488,100.5015836
R_47192,Restaurant KAJ,SOMTAM,39.0,13.8265019,100.6765316
R_47190,Restaurant KAK,SOMTAM,37.0,13.80522232,100.5966474
R_47183,Restaurant KAL,SOMTAM,57.0,13.7525012,100.6194956
